Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price,Brand & Model,LitersinEngine,State
Jeep,2014.0,Grand,SUV,2014 Jeep Grand Cherokee Overland (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5,114424.0,Grey,"Castle Hill, NSW",6.0,SUV,4.0,5.0,29990.0,Jeep Grand,3.0,NSW
Mazda,2009.0,3,Hatchback,2009 Mazda 3 SP25,USED,Manual,"4 cyl, 2.5 L",Front,Unleaded,8.6,153020.0,Red,"Liverpool, NSW",4.0,Hatchback,5.0,5.0,13950.0,Mazda 3,2.5,NSW
Ford,2016.0,Ranger,Ute / Tray,2016 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.0,98700.0,Blue,"Five Dock, NSW",5.0,Ute / Tray,4.0,5.0,36999.0,Ford Ranger,3.2,NSW
Toyota,2013.0,86,Coupe,2013 Toyota 86 GTS,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7.1,103706.0,Other,"Croydon, NSW",4.0,Coupe,2.0,4.0,24990.0,Toyota 86,2.0,NSW
Volkswagen,2013.0,Golf,Hatchback,2013 Volkswagen Golf 103 TSI Highline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.2,126532.0,Other,"Cabramatta, NSW",4.0,Hatchback,5.0,5.0,13990.0,Volkswagen Golf,1.4,NSW
Mitsubishi,2013.0,Lancer,Hatchback,2013 Mitsubishi Lancer LX Sportback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.3,73421.0,Grey,"Brookvale, NSW",4.0,Hatchback,5.0,5.0,16990.0,Mitsubishi Lancer,2.0,NSW
Toyota,2009.0,Camry,Sedan,2009 Toyota Camry Ateva,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.9,155135.0,White,"Minchinbury, NSW",4.0,Sedan,4.0,5.0,10995.0,Toyota Camry,2.4,NSW
Hyundai,2013.0,I20,Hatchback,2013 Hyundai I20 Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.4,123330.0,Grey,"Brookvale, NSW",4.0,Hatchback,5.0,5.0,12990.0,Hyundai I20,1.4,NSW
Mitsubishi,2014.0,Lancer,Hatchback,2014 Mitsubishi Lancer GSR Sportback,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.9,44249.0,Silver,"Arncliffe, NSW",4.0,Hatchback,5.0,5.0,18990.0,Mitsubishi Lancer,2.4,NSW
Mazda,2018.0,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9,27100.0,Silver,"Darlinghurst, NSW",4.0,Hatchback,5.0,5.0,23999.0,Mazda 2,1.5,NSW
Mazda,2009.0,3,Hatchback,2009 Mazda 3 Maxx Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2,70661.0,White,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,14995.0,Mazda 3,2.0,NSW
Mitsubishi,2014.0,Triton,Ute / Tray,2014 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.3,215100.0,White,"Eastern Creek, NSW",4.0,Ute / Tray,4.0,5.0,18995.0,Mitsubishi Triton,2.5,NSW
Volkswagen,2014.0,Golf,Hatchback,2014 Volkswagen Golf 90 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.4,155036.0,Black,"Castle Hill, NSW",4.0,Hatchback,5.0,5.0,14990.0,Volkswagen Golf,1.4,NSW
BMW,2012.0,M135I,Hatchback,2012 BMW M135I,USED,Automatic,"6 cyl, 3 L",Rear,Premium,7.5,67678.0,Grey,"Rydalmere, NSW",6.0,Hatchback,5.0,5.0,29950.0,BMW M135I,3.0,NSW
Holden,2015.0,Commodore,Wagon,2015 Holden Commodore SV6 Storm,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8,133934.0,White,"Homebush, NSW",6.0,Wagon,4.0,5.0,22999.0,Holden Commodore,3.6,NSW
Volkswagen,2008.0,Golf,Hatchback,2008 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.0,174915.0,Silver,"Cabramatta, NSW",4.0,Hatchback,5.0,5.0,14990.0,Volkswagen Golf,2.0,NSW
Holden,2014.0,Cruze,Sedan,2014 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4,117000.0,Silver,"Windsor, NSW",4.0,Sedan,4.0,5.0,7888.0,Holden Cruze,1.8,NSW
Hyundai,2018.0,Imax,Wagon,2018 Hyundai Imax Active,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8,190176.0,Grey,"Cabramatta, NSW",4.0,Wagon,4.0,8.0,27990.0,Hyundai Imax,2.5,NSW
Mitsubishi,2013.0,Triton,Ute / Tray,2013 Mitsubishi Triton GLX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.1,231675.0,White,"Smithfield, NSW",4.0,Ute / Tray,4.0,5.0,19800.0,Mitsubishi Triton,2.5,NSW
BMW,2021.0,330I,Sedan,2021 BMW 330I M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.4,23332.0,Black,"Sylvania, NSW",4.0,Sedan,4.0,5.0,67988.0,BMW 330I,2.0,NSW
Volkswagen,2018.0,Golf,Wagon,2018 Volkswagen Golf 110 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.6,130647.0,White,"Blacktown, NSW",4.0,Wagon,4.0,5.0,21880.0,Volkswagen Golf,1.4,NSW
Audi,2019.0,Q3,SUV,2019 Audi Q3 35 Tfsi S Tronic,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2,47307.0,White,"Carlton, NSW",4.0,SUV,4.0,5.0,41888.0,Audi Q3,1.4,NSW
Subaru,2016.0,Outback,SUV,2016 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,7.3,74983.0,Silver,"North Narrabeen, NSW",4.0,SUV,4.0,5.0,29990.0,Subaru Outback,2.5,NSW
Mazda,2007.0,6,Hatchback,2007 Mazda 6 Classic Sports,USED,Manual,"4 cyl, 2.3 L",Front,Premium,8.8,102496.0,Black,"Leichhardt, NSW",4.0,Hatchback,5.0,5.0,7920.0,Mazda 6,2.3,NSW
Hyundai,2015.0,Accent,Hatchback,2015 Hyundai Accent Active,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4,84924.0,Silver,"Homebush, NSW",4.0,Hatchback,5.0,5.0,14999.0,Hyundai Accent,1.6,NSW
Land,2013.0,Rover,SUV,2013 Land Rover Discovery 4 3.0 TDV6,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.8,159558.0,White,"Glebe, NSW",6.0,SUV,4.0,5.0,38950.0,Land Rover,3.0,NSW
Ford,2013.0,Focus,Hatchback,2013 Ford Focus Ambiente,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.6,67590.0,Silver,"Leichhardt, NSW",4.0,Hatchback,5.0,5.0,12990.0,Ford Focus,1.6,NSW
Kia,2017.0,Sportage,SUV,2017 Kia Sportage GT-Line (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,8.5,65502.0,White,"Ryde, NSW",4.0,SUV,4.0,5.0,29990.0,Kia Sportage,2.4,NSW
Porsche,2010.0,Cayenne,SUV,2010 Porsche Cayenne S,USED,Automatic,"8 cyl, 4.8 L",AWD,Premium,10.5,193271.0,White,"Haberfield, NSW",8.0,SUV,4.0,5.0,29990.0,Porsche Cayenne,4.8,NSW
Porsche,2016.0,Cayman,Coupe,2016 Porsche Cayman GT4,USED,Manual,"6 cyl, 3.8 L",Rear,Premium,10.3,23481.0,White,"Blacktown, NSW",6.0,Coupe,2.0,2.0,214880.0,Porsche Cayman,3.8,NSW
Ford,2007.0,Territory,SUV,2007 Ford Territory SR (4X4),USED,Automatic,"6 cyl, 4 L",AWD,Unleaded,12.2,173839.0,White,"Penrith, NSW",6.0,SUV,4.0,5.0,8950.0,Ford Territory,4.0,NSW
Nissan,2016.0,Navara,Ute / Tray,2016 Nissan Navara SL (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7.0,258936.0,White,"Blacktown, NSW",4.0,Ute / Tray,4.0,5.0,21290.0,Nissan Navara,2.3,NSW
Toyota,2013.0,RAV4,SUV,2013 Toyota RAV4 Cruiser (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.5,292134.0,Grey,"Bankstown, NSW",4.0,SUV,4.0,5.0,14995.0,Toyota RAV4,2.2,NSW
Toyota,2008.0,Hilux,Ute / Tray,2008 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.5,251000.0,White,"Blacktown, NSW",4.0,Ute / Tray,4.0,5.0,21290.0,Toyota Hilux,3.0,NSW
Mazda,2014.0,3,Hatchback,2014 Mazda 3 Maxx,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.8,130242.0,Other,"Liverpool, NSW",4.0,Hatchback,5.0,5.0,16388.0,Mazda 3,2.0,NSW
Hyundai,2021.0,Venue,SUV,2021 Hyundai Venue Elite ((sunroof),USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.2,35024.0,White,"Castle Hill, NSW",4.0,SUV,4.0,5.0,26990.0,Hyundai Venue,1.6,NSW
BMW,2015.0,X1,SUV,2015 BMW X1 Xdrive 20D,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.1,44145.0,White,"Campbelltown, NSW",4.0,SUV,4.0,5.0,32000.0,BMW X1,2.0,NSW
BMW,2021.0,330I,Sedan,2021 BMW 330I M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.4,29567.0,Black,"Sylvania, NSW",4.0,Sedan,4.0,5.0,67988.0,BMW 330I,2.0,NSW
Mazda,2007.0,6,Hatchback,2007 Mazda 6 Classic Sports,USED,Automatic,"4 cyl, 2.3 L",Front,Premium,8.9,223898.0,Black,"Punchbowl, NSW",4.0,Hatchback,5.0,5.0,7600.0,Mazda 6,2.3,NSW
Hyundai,2013.0,Veloster,Hatchback,2013 Hyundai Veloster +,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4,155244.0,White,"Minchinbury, NSW",4.0,Hatchback,3.0,4.0,17990.0,Hyundai Veloster,1.6,NSW
Toyota,2017.0,Camry,Sedan,2017 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9,149988.0,Grey,"Pendle Hill, NSW",4.0,Sedan,4.0,5.0,19950.0,Toyota Camry,2.5,NSW
Mitsubishi,2011.0,Lancer,Hatchback,2011 Mitsubishi Lancer ES Sportback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.3,205373.0,Red,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,9990.0,Mitsubishi Lancer,2.0,NSW
BMW,2020.0,M4,Coupe,2020 BMW M4 Competition,USED,Automatic,"6 cyl, 3 L",Rear,Premium,8.8,2858.0,White,"Sylvania, NSW",6.0,Coupe,2.0,4.0,129988.0,BMW M4,3.0,NSW
Suzuki,2011.0,Swift,Hatchback,2011 Suzuki Swift GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.2,201011.0,Grey,"Penrith, NSW",4.0,Hatchback,5.0,5.0,7999.0,Suzuki Swift,1.4,NSW
Ford,2008.0,Transit,Commercial,2008 Ford Transit,USED,Manual,"4 cyl, 2.4 L",Rear,Diesel,9.5,305593.0,White,"Minchinbury, NSW",4.0,Commercial,2.0,3.0,9995.0,Ford Transit,2.4,NSW
Peugeot,2017.0,308,Hatchback,2017 Peugeot 308 Active,USED,Automatic,"3 cyl, 1.2 L",Front,Premium,5.1,57217.0,Silver,"Homebush, NSW",3.0,Hatchback,5.0,5.0,16990.0,Peugeot 308,1.2,NSW
Holden,2017.0,Trax,SUV,2017 Holden Trax LT,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.9,83147.0,Blue,"Blacktown, NSW",4.0,SUV,4.0,5.0,17888.0,Holden Trax,1.4,NSW
Mitsubishi,2015.0,Triton,Ute / Tray,2015 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.3,204000.0,White,"Eastern Creek, NSW",4.0,Ute / Tray,4.0,5.0,18995.0,Mitsubishi Triton,2.5,NSW
Subaru,2013.0,Forester,SUV,2013 Subaru Forester 2.0I,USED,Manual,"4 cyl, 2 L",AWD,Unleaded,7.2,122077.0,Red,"Sylvania, NSW",4.0,SUV,4.0,5.0,16857.0,Subaru Forester,2.0,NSW
Mazda,2015.0,CX-3,SUV,2015 Mazda CX-3 S Touring (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.1,60581.0,Blue,"Castle Hill, NSW",4.0,SUV,4.0,5.0,22990.0,Mazda CX-3,2.0,NSW
Nissan,2010.0,Navara,Ute / Tray,2010 Nissan Navara RX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.8,259488.0,White,"Campbelltown, NSW",4.0,Ute / Tray,2.0,2.0,13950.0,Nissan Navara,2.5,NSW
Holden,2017.0,Captiva,SUV,2017 Holden Captiva Active 7 Seater,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.0,186954.0,Grey,"Haberfield, NSW",4.0,SUV,4.0,7.0,12990.0,Holden Captiva,2.4,NSW
Kia,2017.0,Cerato,Hatchback,2017 Kia Cerato S Premium,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.1,21350.0,Red,"Blacktown, NSW",4.0,Hatchback,5.0,5.0,22990.0,Kia Cerato,2.0,NSW
Audi,2016.0,RS3,Hatchback,2016 Audi RS3 Sportback Quattro,USED,Automatic,"5 cyl, 2.5 L",AWD,Premium,8.1,47926.0,White,"Castle Hill, NSW",5.0,Hatchback,5.0,5.0,59990.0,Audi RS3,2.5,NSW
Mitsubishi,2014.0,Triton,Ute / Tray,2014 Mitsubishi Triton GL,USED,Manual,"4 cyl, 2.5 L",Rear,Diesel,8.0,88861.0,White,"Mcgraths Hill, NSW",4.0,Ute / Tray,2.0,2.0,21880.0,Mitsubishi Triton,2.5,NSW
Jeep,2007.0,Grand,SUV,2007 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,16.0,199000.0,Other,"Strathfield, NSW",6.0,SUV,4.0,5.0,10990.0,Jeep Grand,3.0,NSW
Mercedes-Benz,2018.0,C200,Sedan,2018 Mercedes-Benz C200,USED,Automatic,"4 cyl, 2 L",Rear,Hybrid,6.5,72540.0,Blue,"Blacktown, NSW",4.0,Sedan,4.0,4.0,39990.0,Mercedes-Benz C200,2.0,NSW
Toyota,2020.0,Corolla,Hatchback,2020 Toyota Corolla ZR Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2,87043.0,Blue,"Wollongong, NSW",4.0,Hatchback,5.0,5.0,39990.0,Toyota Corolla,1.8,NSW
Ford,2012.0,Ranger,Ute / Tray,2012 Ford Ranger XLT 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,9.4,254121.0,White,"Cabramatta, NSW",5.0,Ute / Tray,4.0,5.0,21990.0,Ford Ranger,3.2,NSW
Honda,2008.0,Civic,Hatchback,2008 Honda Civic Type R,USED,Manual,"4 cyl, 2 L",Front,Premium,9.3,165450.0,Silver,"Minchinbury, NSW",4.0,Hatchback,3.0,4.0,18990.0,Honda Civic,2.0,NSW
Honda,2022.0,CR-V,SUV,2022 Honda CR-V VTI X (2WD) 5 Seats,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3,15087.0,White,"Banksia, NSW",4.0,SUV,4.0,5.0,39990.0,Honda CR-V,1.5,NSW
Nissan,2013.0,Navara,Ute / Tray,2013 Nissan Navara ST (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,10.5,159056.0,White,"Campbelltown, NSW",4.0,Ute / Tray,4.0,5.0,21990.0,Nissan Navara,2.5,NSW
Hyundai,2017.0,Tucson,SUV,2017 Hyundai Tucson Highlander (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.8,97295.0,White,"Wollongong, NSW",4.0,SUV,4.0,5.0,31990.0,Hyundai Tucson,2.0,NSW
Mazda,2015.0,CX-5,SUV,2015 Mazda CX-5 Akera (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4,83095.0,Red,"Campbelltown, NSW",4.0,SUV,4.0,5.0,26990.0,Mazda CX-5,2.5,NSW
Isuzu,2017.0,D-MAX,Ute / Tray,2017 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.7,192988.0,White,"Five Dock, NSW",4.0,Ute / Tray,4.0,5.0,28999.0,Isuzu D-MAX,3.0,NSW
Mercedes-Benz,2014.0,A200,Hatchback,2014 Mercedes-Benz A200 CDI BE,USED,Automatic,"4 cyl, 1.8 L",Front,Diesel,4.6,105663.0,Blue,"Campbelltown, NSW",4.0,Hatchback,5.0,5.0,22500.0,Mercedes-Benz A200,1.8,NSW
Toyota,2007.0,HiAce,Commercial,2007 Toyota HiAce LWB,USED,Manual,"4 cyl, 2.7 L",Rear,Unleaded,11.6,222603.0,White,"Croydon, NSW",4.0,Commercial,4.0,3.0,17990.0,Toyota HiAce,2.7,NSW
Ford,2020.0,Puma,SUV,2020 Ford Puma,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.3,22300.0,Blue,"Smithfield, NSW",3.0,SUV,5.0,5.0,27800.0,Ford Puma,1.0,NSW
Mazda,2022.0,2,Hatchback,2022 Mazda 2 G15 Evolve,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.2,11824.0,Grey,"Wollongong, NSW",4.0,Hatchback,5.0,5.0,29990.0,Mazda 2,1.5,NSW
Toyota,2007.0,Corolla,Hatchback,2007 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.7,250318.0,Silver,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,10990.0,Toyota Corolla,1.8,NSW
Jeep,2016.0,Grand,SUV,2016 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Premium,10.4,39967.0,White,"Castle Hill, NSW",6.0,SUV,4.0,5.0,34800.0,Jeep Grand,3.6,NSW
Hyundai,2020.0,Tucson,SUV,2020 Hyundai Tucson Active (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9,38341.0,Blue,"Granville, NSW",4.0,SUV,4.0,5.0,28984.0,Hyundai Tucson,2.0,NSW
Toyota,2020.0,Camry,Sedan,2020 Toyota Camry Ascent Sport,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.3,7528.0,Silver,"Castle Hill, NSW",4.0,Sedan,4.0,5.0,32990.0,Toyota Camry,2.5,NSW
Honda,2018.0,City,Sedan,2018 Honda City VTI,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.8,94385.0,Silver,"Homebush, NSW",4.0,Sedan,4.0,5.0,19999.0,Honda City,1.5,NSW
Toyota,2018.0,C-HR,SUV,2018 Toyota C-HR Koba (awd),USED,Automatic,"4 cyl, 1.2 L",AWD,Premium,5.6,110047.0,Red,"Wollongong, NSW",4.0,SUV,4.0,5.0,29990.0,Toyota C-HR,1.2,NSW
Kia,2012.0,Sorento,SUV,2012 Kia Sorento Platinum (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.4,164189.0,Silver,"Cabramatta, NSW",4.0,SUV,4.0,7.0,16990.0,Kia Sorento,2.2,NSW
Holden,2013.0,Cruze,Hatchback,2013 Holden Cruze CD Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4,106722.0,White,"Smithfield, NSW",4.0,Hatchback,5.0,5.0,10800.0,Holden Cruze,1.8,NSW
Isuzu,2018.0,MU-X,SUV,2018 Isuzu MU-X LS-U (4X2),USED,Automatic,"4 cyl, 3 L",Front,Diesel,8.1,72650.0,White,"Blacktown, NSW",4.0,SUV,4.0,7.0,39880.0,Isuzu MU-X,3.0,NSW
Kia,2015.0,Cerato,Sedan,2015 Kia Cerato S,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1,123624.0,Silver,"Camden, NSW",4.0,Sedan,4.0,5.0,14995.0,Kia Cerato,1.8,NSW
Lexus,2014.0,IS350,Sedan,2014 Lexus IS350 F Sport,USED,Automatic,"6 cyl, 3.5 L",Rear,Premium,9.7,155620.0,Silver,"Castle Hill, NSW",6.0,Sedan,4.0,5.0,27990.0,Lexus IS350,3.5,NSW
Mazda,2018.0,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9,53426.0,White,"Wollongong, NSW",4.0,Hatchback,5.0,5.0,22990.0,Mazda 2,1.5,NSW
Toyota,2009.0,Corolla,Hatchback,2009 Toyota Corolla Levin ZR,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.7,114727.0,Silver,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,14995.0,Toyota Corolla,1.8,NSW
Toyota,2016.0,Kluger,SUV,2016 Toyota Kluger GXL (4X4),USED,Automatic,"6 cyl, 3.5 L",AWD,Unleaded,10.6,98983.0,Grey,"Blacktown, NSW",6.0,SUV,4.0,7.0,39280.0,Toyota Kluger,3.5,NSW
Volkswagen,2007.0,Golf,Hatchback,2007 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.1,160523.0,Silver,"Leichhardt, NSW",4.0,Hatchback,3.0,5.0,10990.0,Volkswagen Golf,2.0,NSW
Holden,2015.0,Commodore,Sedan,2015 Holden Commodore SS-V Redline,USED,Automatic,"8 cyl, 6 L",Rear,Premium,11.8,96000.0,White,"Castle Hill, NSW",8.0,Sedan,4.0,5.0,47990.0,Holden Commodore,6.0,NSW
Nissan,2016.0,X-Trail,SUV,2016 Nissan X-Trail ST (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9,39397.0,Red,"Penrith, NSW",4.0,SUV,4.0,5.0,23950.0,Nissan X-Trail,2.5,NSW
Hyundai,2020.0,I30,Hatchback,2020 Hyundai I30,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,54368.0,White,"Campbelltown, NSW",4.0,Hatchback,4.0,5.0,26990.0,Hyundai I30,2.0,NSW
Holden,2014.0,Cruze,Hatchback,2014 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4,220683.0,Silver,"Adamstown, NSW",4.0,Hatchback,5.0,5.0,7990.0,Holden Cruze,1.8,NSW
Toyota,2013.0,Camry,Sedan,2013 Toyota Camry Atara S,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8,89140.0,Grey,"Five Dock, NSW",4.0,Sedan,4.0,5.0,17900.0,Toyota Camry,2.5,NSW
Toyota,2013.0,Corolla,Hatchback,2013 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6,149974.0,Red,"Lidcombe, NSW",4.0,Hatchback,5.0,5.0,16990.0,Toyota Corolla,1.8,NSW
Hyundai,2019.0,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,44879.0,White,"Blacktown, NSW",4.0,Hatchback,4.0,5.0,26990.0,Hyundai I30,2.0,NSW
Mazda,2016.0,BT-50,Ute / Tray,2016 Mazda BT-50 XT (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2,110909.0,White,"Cardiff, NSW",5.0,Ute / Tray,4.0,5.0,34913.0,Mazda BT-50,3.2,NSW
Toyota,2013.0,Corolla,Hatchback,2013 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6,109519.0,White,"Castle Hill, NSW",4.0,Hatchback,5.0,5.0,19990.0,Toyota Corolla,1.8,NSW
Kia,2020.0,Stinger,Sedan,2020 Kia Stinger GT (black Leather),USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,10.2,19372.0,Grey,"Carlton, NSW",6.0,Sedan,4.0,5.0,55888.0,Kia Stinger,3.3,NSW
Toyota,2015.0,RAV4,SUV,2015 Toyota RAV4 GXL (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.5,155198.0,Silver,"Granville, NSW",4.0,SUV,4.0,5.0,24950.0,Toyota RAV4,2.5,NSW
Honda,2012.0,Jazz,Hatchback,2012 Honda Jazz Vibe,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.6,111323.0,Other,"Kirrawee, NSW",4.0,Hatchback,5.0,5.0,12800.0,Honda Jazz,1.3,NSW
BMW,2017.0,430I,Hatchback,2017 BMW 430I Gran Coupe M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,5.8,79882.0,Grey,"Blacktown, NSW",4.0,Hatchback,5.0,5.0,41280.0,BMW 430I,2.0,NSW
Volkswagen,2008.0,Golf,Hatchback,2008 Volkswagen Golf GTI,USED,Manual,"4 cyl, 2 L",Front,Premium,8.1,155839.0,Silver,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,13990.0,Volkswagen Golf,2.0,NSW
Subaru,2018.0,Outback,SUV,2018 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3,66805.0,Grey,"Blacktown, NSW",4.0,SUV,4.0,5.0,33898.0,Subaru Outback,2.5,NSW
Ford,2011.0,Territory,SUV,2011 Ford Territory TX (rwd),USED,Automatic,"6 cyl, 2.7 L",Rear,Diesel,8.2,227646.0,Silver,"Cardiff, NSW",6.0,SUV,4.0,5.0,8913.0,Ford Territory,2.7,NSW
Kia,2013.0,RIO,Hatchback,2013 Kia RIO S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.3,88465.0,Silver,"Pennant Hills, NSW",4.0,Hatchback,5.0,5.0,14888.0,Kia RIO,1.4,NSW
Holden,2013.0,Commodore,Sedan,2013 Holden Commodore SV6 Z-Series,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5,237426.0,Blue,"Minchinbury, NSW",6.0,Sedan,4.0,5.0,15995.0,Holden Commodore,3.6,NSW
Toyota,1999.0,Landcruiser,Ute / Tray,1999 Toyota Landcruiser (4X4),USED,Manual,"6 cyl, 4.2 L",4WD,Diesel,0.0,41750.0,Red,"Lidcombe, NSW",6.0,Ute / Tray,2.0,3.0,48999.0,Toyota Landcruiser,4.2,NSW
Toyota,2013.0,Hilux,Ute / Tray,2013 Toyota Hilux SR,USED,Manual,"4 cyl, 3 L",Rear,Diesel,8.1,345194.0,White,"Blacktown, NSW",4.0,Ute / Tray,4.0,5.0,12990.0,Toyota Hilux,3.0,NSW
Toyota,2017.0,Corolla,Hatchback,2017 Toyota Corolla ZR,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.1,130970.0,Red,"East Maitland, NSW",4.0,Hatchback,5.0,5.0,23990.0,Toyota Corolla,1.8,NSW
Honda,2016.0,Civic,Sedan,2016 Honda Civic VTI-L,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.0,35612.0,Silver,"Liverpool, NSW",4.0,Sedan,4.0,5.0,24888.0,Honda Civic,1.5,NSW
Audi,2013.0,A3,Hatchback,2013 Audi A3 Sportback 1.8 Tfsi Ambition,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,6.7,148265.0,Other,"Leichhardt, NSW",4.0,Hatchback,5.0,5.0,13999.0,Audi A3,1.8,NSW
