Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price,Brand & Model,LitersinEngine,State
Mazda,2023.0,CX-9,Brighton Mazda New & Demo,2023 Mazda CX-9 Azami (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.8,99924.6347880127,White,"Brighton, VIC",4.0,SUV,4.0,7.0,79151.0,Mazda CX-9,2.5,VIC
Kia,2016.0,Sportage,SUV,2016 Kia Sportage GT-Line (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,8.5,94040.0,White,"Maroochydore, QLD",4.0,SUV,4.0,5.0,26990.0,Kia Sportage,2.4,QLD
Holden,2019.0,Trax,SUV,2019 Holden Trax LS,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7,54830.0,White,"Elsternwick, VIC",4.0,SUV,4.0,5.0,20950.0,Holden Trax,1.4,VIC
Kia,2021.0,Stonic,SUV,2021 Kia Stonic S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7,43094.0,Silver,"Hoppers Crossing, VIC",4.0,SUV,4.0,5.0,27990.0,Kia Stonic,1.4,VIC
Mitsubishi,2013.0,Triton,Ute / Tray,2013 Mitsubishi Triton GLX-R (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.9,87580.0,White,"Mooloolaba, QLD",4.0,Ute / Tray,4.0,5.0,25990.0,Mitsubishi Triton,2.5,QLD
Subaru,2020.0,Outback,SUV,2020 Subaru Outback 2.5I AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3,84394.0,White,"Southbank, VIC",4.0,SUV,4.0,5.0,34888.0,Subaru Outback,2.5,VIC
Toyota,2021.0,Camry,Sedan,2021 Toyota Camry SL Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.2,27883.0,Silver,"Keysborough, VIC",4.0,Sedan,4.0,5.0,60970.0,Toyota Camry,2.5,VIC
Honda,2017.0,CR-V,SUV,2017 Honda CR-V VTI-S (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3,118211.0,White,"Currimundi, QLD",4.0,SUV,4.0,5.0,26990.0,Honda CR-V,1.5,QLD
Toyota,2017.0,Hilux,Ute / Tray,2017 Toyota Hilux Workmate,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,10.9,293006.0,White,"Woodridge, QLD",4.0,Ute / Tray,2.0,2.0,17990.0,Toyota Hilux,2.7,QLD
Mazda,2008.0,BT-50,Ute / Tray,2008 Mazda BT-50 B3000 SDX (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,9.2,324882.0,Other,"Underwood, QLD",4.0,Ute / Tray,4.0,5.0,13990.0,Mazda BT-50,3.0,QLD
Toyota,2020.0,Prius,Wagon,2020 Toyota Prius V I-Tech,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.4,50665.0,White,"Elsternwick, VIC",4.0,Wagon,4.0,7.0,54990.0,Toyota Prius,1.8,VIC
Ford,2008.0,Falcon,Sedan,2008 Ford Falcon XR6,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,11.5,163333.0,Other,"Dandenong, VIC",6.0,Sedan,4.0,5.0,11750.0,Ford Falcon,4.0,VIC
BMW,2022.0,IX,SUV,2022 BMW IX Xdrive40 Sport,USED,Automatic,0 L,AWD,Electric,0.0,5500.0,Black,"South Melbourne, VIC",0.0,SUV,4.0,5.0,129888.0,BMW IX,0.0,VIC
Hyundai,2011.0,IX35,SUV,2011 Hyundai IX35 Highlander (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,7.5,85565.0,White,"Caloundra West, QLD",4.0,SUV,4.0,5.0,20490.0,Hyundai IX35,2.0,QLD
Ford,2018.0,Everest,SUV,2018 Ford Everest Trend (rwd),USED,Automatic,"5 cyl, 3.2 L",Rear,Diesel,8.4,114654.0,White,"Hoppers Crossing, VIC",5.0,SUV,4.0,7.0,42990.0,Ford Everest,3.2,VIC
Toyota,2020.0,RAV4,SUV,2020 Toyota RAV4 Cruiser (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5,37093.0,Red,"Elsternwick, VIC",4.0,SUV,5.0,5.0,46990.0,Toyota RAV4,2.0,VIC
Volkswagen,2016.0,Caddy,Commercial,2016 Volkswagen Caddy TSI220,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6.0,126144.0,White,"Hendra, QLD",4.0,Commercial,3.0,2.0,24990.0,Volkswagen Caddy,1.4,QLD
BMW,2012.0,320D,Sedan,2012 BMW 320D,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,4.5,122327.0,White,"Mooloolaba, QLD",4.0,Sedan,4.0,5.0,17990.0,BMW 320D,2.0,QLD
Hyundai,2020.0,Kona,SUV,2020 Hyundai Kona Elite (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2,35466.0,Blue,"Aspley, QLD",4.0,SUV,4.0,5.0,29990.0,Hyundai Kona,2.0,QLD
Audi,2012.0,A4,Sedan,2012 Audi A4 1.8 Tfsi,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,7.2,65901.0,Grey,"Bentleigh, VIC",4.0,Sedan,4.0,5.0,17290.0,Audi A4,1.8,VIC
Isuzu,2018.0,D-MAX,Ute / Tray,2018 Isuzu D-MAX SX (4X2),USED,Manual,"4 cyl, 3 L",Rear,Diesel,7.2,102674.0,Silver,"Yamanto, QLD",4.0,Ute / Tray,2.0,2.0,26990.0,Isuzu D-MAX,3.0,QLD
Hyundai,2018.0,I30,Hatchback,2018 Hyundai I30 SR,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.5,71854.0,Grey,"Buderim, QLD",4.0,Hatchback,4.0,5.0,27990.0,Hyundai I30,1.6,QLD
Kia,2019.0,Cerato,Hatchback,2019 Kia Cerato GT (turbo),USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.8,59777.0,Grey,"Nundah, QLD",4.0,Hatchback,5.0,5.0,28990.0,Kia Cerato,1.6,QLD
GWM,2022.0,Haval,Hillcrest GWM HAVAL,2022 GWM Haval H6 Premium,NEW,Automatic,"4 cyl, 2 L",Front,Premium,9.8,13.0,Black,"Hillcrest, QLD",4.0,SUV,4.0,5.0,34485.0,GWM Haval,2.0,QLD
Jaguar,2016.0,F-Pace,SUV,2016 Jaguar F-Pace 35T R-Sport,USED,Automatic,"6 cyl, 3 L",AWD,Premium,8.9,120404.0,Black,"Port Melbourne, VIC",6.0,SUV,4.0,5.0,53990.0,Jaguar F-Pace,3.0,VIC
Volkswagen,2017.0,Golf,Hatchback,2017 Volkswagen Golf 92 TSI Trendline,USED,Manual,"4 cyl, 1.4 L",Front,Premium,5.6,80148.0,White,"Maroochydore, QLD",4.0,Hatchback,5.0,5.0,19990.0,Volkswagen Golf,1.4,QLD
Nissan,2003.0,Patrol,SUV,2003 Nissan Patrol ST (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,0.0,135460.0,Grey,"West Footscray, VIC",4.0,SUV,4.0,7.0,39999.0,Nissan Patrol,3.0,VIC
Volkswagen,2017.0,Amarok,Ute / Tray,2017 Volkswagen Amarok TDI420 Core Edition (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.3,193420.0,White,"Woodridge, QLD",4.0,Ute / Tray,4.0,5.0,32990.0,Volkswagen Amarok,2.0,QLD
Isuzu,2016.0,MU-X,SUV,2016 Isuzu MU-X LS-T (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.4,121130.0,Other,"Pinkenba, QLD",4.0,SUV,4.0,7.0,38990.0,Isuzu MU-X,3.0,QLD
Subaru,2019.0,Forester,SUV,2019 Subaru Forester 2.5I-S (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4,44355.0,Blue,"Essendon Fields, VIC",4.0,SUV,4.0,5.0,39868.0,Subaru Forester,2.5,VIC
Ford,2014.0,Mondeo,Wagon,2014 Ford Mondeo LX Tdci,USED,Automatic,"4 cyl, 2 L",Front,Diesel,6.2,135011.0,Silver,"Mooloolaba, QLD",4.0,Wagon,4.0,5.0,12990.0,Ford Mondeo,2.0,QLD
Nissan,1998.0,Pathfinder,SUV,1998 Nissan Pathfinder TI (4X4),USED,Automatic,"6 cyl, 3.3 L",4WD,Unleaded,14.0,284456.0,White,"Hoppers Crossing, VIC",6.0,SUV,4.0,5.0,7999.0,Nissan Pathfinder,3.3,VIC
Mazda,2018.0,BT-50,Ute / Tray,2018 Mazda BT-50 XTR (4X4) (5YR),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,10.0,78975.0,White,"Woodridge, QLD",5.0,Ute / Tray,4.0,5.0,45990.0,Mazda BT-50,3.2,QLD
Toyota,2020.0,Corolla,Hatchback,2020 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2,59457.0,White,"Nundah, QLD",4.0,Hatchback,5.0,5.0,31990.0,Toyota Corolla,1.8,QLD
Subaru,2009.0,Impreza,Sedan,2009 Subaru Impreza R (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.8,215350.0,White,"Rosemount, QLD",4.0,Sedan,4.0,5.0,9500.0,Subaru Impreza,2.0,QLD
Mazda,2012.0,BT-50,Ute / Tray,2012 Mazda BT-50 XT (4X2),USED,Automatic,"5 cyl, 3.2 L",Rear,Diesel,8.9,328794.0,White,"Hoppers Crossing, VIC",5.0,Ute / Tray,4.0,5.0,14999.0,Mazda BT-50,3.2,VIC
Audi,2014.0,A3,Sedan,2014 Audi A3 1.4 Tfsi Attraction COD,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,4.7,96958.0,Silver,"Brighton, VIC",4.0,Sedan,4.0,5.0,22990.0,Audi A3,1.4,VIC
Mitsubishi,2015.0,Pajero,SUV,2015 Mitsubishi Pajero Exceed LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9.0,123683.0,Other,"Kunda Park, QLD",4.0,SUV,4.0,7.0,42990.0,Mitsubishi Pajero,3.2,QLD
GWM,2022.0,Haval,Hillcrest GWM HAVAL,2022 GWM Haval Jolion Ultra,NEW,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1,10.0,Blue,"Hillcrest, QLD",4.0,SUV,4.0,5.0,34485.0,GWM Haval,1.5,QLD
Mazda,2020.0,2,Hatchback,2020 Mazda 2 G15 Pure,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.2,43550.0,White,"Noosaville, QLD",4.0,Hatchback,5.0,5.0,22990.0,Mazda 2,1.5,QLD
Mitsubishi,2016.0,Pajero,SUV,2016 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9.0,210111.0,White,"Moorooka, QLD",4.0,SUV,4.0,7.0,29990.0,Mitsubishi Pajero,3.2,QLD
Ford,2017.0,Escape,SUV,2017 Ford Escape Titanium (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.8,79165.0,Red,"Buderim, QLD",4.0,SUV,4.0,5.0,28990.0,Ford Escape,2.0,QLD
Mazda,2016.0,2,Sedan,2016 Mazda 2 NEO,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.5,17412.0,Blue,"Albion, QLD",4.0,Sedan,4.0,5.0,19450.0,Mazda 2,1.5,QLD
Kia,2020.0,Cerato,Sedan,2020 Kia Cerato S Safety Pack,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,53644.0,White,"Hoppers Crossing, VIC",4.0,Sedan,4.0,5.0,25490.0,Kia Cerato,2.0,VIC
GWM,2023.0,Tank,Kunda Park Used Cars,2023 GWM Tank 300 Ultra Petrol,DEMO,Automatic,"4 cyl, 2 L",4WD,Unleaded,9.5,22.0,Other,"Kunda Park, QLD",4.0,SUV,4.0,5.0,51585.0,GWM Tank,2.0,QLD
Nissan,2019.0,X-Trail,SUV,2019 Nissan X-Trail ST (4WD),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,8.3,104730.0,White,"Hoppers Crossing, VIC",4.0,SUV,4.0,5.0,27990.0,Nissan X-Trail,2.5,VIC
BMW,2013.0,X5,SUV,2013 BMW X5 Xdrive 40D Sport,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5,123698.0,Black,"Hoppers Crossing, VIC",6.0,SUV,4.0,5.0,23999.0,BMW X5,3.0,VIC
Ford,2017.0,Ranger,Ute / Tray,2017 Ford Ranger XLT 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,8.3,69655.0,White,"Ararat, VIC",5.0,Ute / Tray,4.0,4.0,48990.0,Ford Ranger,3.2,VIC
Hyundai,2022.0,I30,Sedan,2022 Hyundai I30 Elite,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.0,8294.0,White,"Essendon Fields, VIC",4.0,Sedan,4.0,5.0,36990.0,Hyundai I30,2.0,VIC
Toyota,2021.0,Landcruiser,SUV,2021 Toyota Landcruiser Prado GXL Flat Tailgate,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9,15395.0,White,"Deer Park, VIC",4.0,SUV,4.0,7.0,78990.0,Toyota Landcruiser,2.8,VIC
Ford,2017.0,Ranger,Ute / Tray,2017 Ford Ranger FX4 Special Edition,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.7,87468.0,Silver,"Ararat, VIC",5.0,Ute / Tray,4.0,5.0,50990.0,Ford Ranger,3.2,VIC
Mitsubishi,2020.0,Triton,Ute / Tray,2020 Mitsubishi Triton GSR (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6,112797.0,Black,"Kedron, QLD",4.0,Ute / Tray,4.0,5.0,47490.0,Mitsubishi Triton,2.4,QLD
MG,2021.0,ZST,SUV,2021 MG ZST Excite,USED,Automatic,"3 cyl, 1.3 L",Front,Unleaded,7.3,23508.0,Black,"Kedron, QLD",3.0,SUV,5.0,5.0,28290.0,MG ZST,1.3,QLD
Hyundai,2019.0,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,109765.0,Blue,"Noosaville, QLD",4.0,Hatchback,4.0,5.0,20990.0,Hyundai I30,2.0,QLD
Holden,2018.0,Trailblazer,SUV,2018 Holden Trailblazer LT (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6,159969.0,White,"Mentone, VIC",4.0,SUV,4.0,7.0,29777.0,Holden Trailblazer,2.8,VIC
Mazda,2023.0,CX-30,Sunshine Coast Mazda New and Demonstrator,2023 Mazda CX-30 G20 Touring SP Vision (fwd),DEMO,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5,1006.0,White,"Maroochydore, QLD",4.0,SUV,4.0,5.0,41990.0,Mazda CX-30,2.0,QLD
Volkswagen,2016.0,Tiguan,SUV,2016 Volkswagen Tiguan 140 TDI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.9,50417.0,White,"West Footscray, VIC",4.0,SUV,4.0,5.0,39990.0,Volkswagen Tiguan,2.0,VIC
Volkswagen,2015.0,Polo,Hatchback,2015 Volkswagen Polo 66 TSI Trendline,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,4.8,69000.0,White,"Frankston, VIC",4.0,Hatchback,5.0,5.0,13999.0,Volkswagen Polo,1.2,VIC
Mazda,2017.0,BT-50,Ute / Tray,2017 Mazda BT-50 XTR (4X2),USED,Manual,"5 cyl, 3.2 L",Rear,Diesel,8.4,64001.0,Blue,"Springwood, QLD",5.0,Ute / Tray,4.0,5.0,33988.0,Mazda BT-50,3.2,QLD
Mazda,2021.0,CX-5,SUV,2021 Mazda CX-5 Maxx Sport (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9,17765.0,Grey,"Essendon Fields, VIC",4.0,SUV,4.0,5.0,38870.0,Mazda CX-5,2.0,VIC
BMW,2004.0,525I,Sedan,2004 BMW 525I,USED,Automatic,"6 cyl, 2.5 L",Rear,Premium,14.1,264152.0,Blue,"Hoppers Crossing, VIC",6.0,Sedan,4.0,5.0,7499.0,BMW 525I,2.5,VIC
GWM,2021.0,UTE,Ute / Tray,2021 GWM UTE Cannon (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4,43482.0,Silver,"Noosaville, QLD",4.0,Ute / Tray,4.0,5.0,36990.0,GWM UTE,2.0,QLD
Mini,2020.0,Clubman,Wagon,2020 Mini Clubman Cooper S,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.2,79024.0,Grey,"Bentleigh, VIC",4.0,Wagon,4.0,5.0,43888.0,Mini Clubman,2.0,VIC
Toyota,2017.0,Hilux,Ute / Tray,2017 Toyota Hilux Workmate (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.3,82500.0,White,"Swan Hill, VIC",4.0,Ute / Tray,4.0,5.0,43880.0,Toyota Hilux,2.4,VIC
Mazda,2023.0,CX-30,Noosa Auto Group Mazda New Car,2023 Mazda CX-30 G25 Touring Vision (fwd),DEMO,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.6,1024.0,Grey,"Noosaville, QLD",4.0,SUV,4.0,5.0,42776.0,Mazda CX-30,2.5,QLD
Ford,2005.0,Falcon,Wagon,2005 Ford Falcon XT,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,11.5,243793.0,Silver,"Mordialloc, VIC",6.0,Wagon,4.0,5.0,5999.0,Ford Falcon,4.0,VIC
GWM,2023.0,UTE,Pacific Great Wall Haval Caloundra New,2023 GWM UTE Cannon Vanta (4X4),NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4,22.0,White,"Caloundra West, QLD",4.0,Ute / Tray,4.0,5.0,47995.0,GWM UTE,2.0,QLD
Kia,2020.0,Cerato,Sedan,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,56310.0,Grey,"Hoppers Crossing, VIC",4.0,Sedan,4.0,5.0,25490.0,Kia Cerato,2.0,VIC
Kia,2020.0,Carnival,Wagon,2020 Kia Carnival S,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,7.6,49743.0,Grey,"Ravenhall, VIC",4.0,Wagon,4.0,8.0,41990.0,Kia Carnival,2.2,VIC
Suzuki,2019.0,Swift,Hatchback,2019 Suzuki Swift GLX Turbo,USED,Automatic,"3 cyl, 1 L",Front,Unleaded,5.1,39156.0,Silver,"Indooroopilly, QLD",3.0,Hatchback,5.0,5.0,22375.0,Suzuki Swift,1.0,QLD
BMW,2012.0,X1,SUV,2012 BMW X1 Sdrive 18D,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,5.0,199582.0,Black,"Mooloolaba, QLD",4.0,SUV,4.0,5.0,12990.0,BMW X1,2.0,QLD
Jeep,2019.0,Grand,SUV,2019 Jeep Grand Cherokee Limited (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5,73215.0,Grey,"Bentleigh, VIC",6.0,SUV,4.0,5.0,53990.0,Jeep Grand,3.0,VIC
Holden,2004.0,Monaro,Coupe,2004 Holden Monaro CV8,USED,Manual,"8 cyl, 5.7 L",Rear,Premium,13.0,186815.0,Blue,"Pinkenba, QLD",8.0,Coupe,2.0,4.0,43990.0,Holden Monaro,5.7,QLD
Holden,2019.0,Colorado,Ute / Tray,2019 Holden Colorado LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.7,48758.0,Blue,"Colac West, VIC",4.0,Ute / Tray,4.0,5.0,46990.0,Holden Colorado,2.8,VIC
Holden,2015.0,Commodore,Sedan,2015 Holden Commodore Evoke,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,8.3,166486.0,Silver,"Maroochydore, QLD",6.0,Sedan,4.0,5.0,16990.0,Holden Commodore,3.0,QLD
Jeep,2007.0,Wrangler,SUV,2007 Jeep Wrangler Unlimited Sport (4X4),USED,Manual,"6 cyl, 3.8 L",4WD,Unleaded,12.8,189726.0,Other,"Bentleigh, VIC",6.0,SUV,4.0,5.0,18990.0,Jeep Wrangler,3.8,VIC
MG,2021.0,ZST,SUV,2021 MG ZST Excite,USED,Automatic,"3 cyl, 1.3 L",Front,Unleaded,7.3,14964.0,Silver,"Kedron, QLD",3.0,SUV,5.0,5.0,28990.0,MG ZST,1.3,QLD
Audi,2020.0,Q5,SUV,2020 Audi Q5 45 Tfsi Quattro Design,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.3,38966.0,White,"Springwood, QLD",4.0,SUV,4.0,5.0,56990.0,Audi Q5,2.0,QLD
Ford,2019.0,Ranger,Ute / Tray,2019 Ford Ranger XLT 3.2 HI-Rider (4X2),USED,Automatic,"5 cyl, 3.2 L",Rear,Diesel,8.2,120075.0,White,"Toowoomba, QLD",5.0,Ute / Tray,4.0,5.0,38495.0,Ford Ranger,3.2,QLD
GWM,2023.0,Haval,Pacific Great Wall Haval Caloundra New,2023 GWM Haval Jolion LUX,NEW,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1,22.0,Black,"Caloundra West, QLD",4.0,SUV,4.0,5.0,31485.0,GWM Haval,1.5,QLD
Jeep,2015.0,Wrangler,SUV,2015 Jeep Wrangler Renegade Sport (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,11.6,37000.0,Black,"Essendon Fields, VIC",6.0,SUV,2.0,4.0,39464.0,Jeep Wrangler,3.6,VIC
Kia,2021.0,Cerato,Sedan,2021 Kia Cerato GT Safety Pack,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.8,39875.0,Other,"Hoppers Crossing, VIC",4.0,Sedan,4.0,5.0,35990.0,Kia Cerato,1.6,VIC
Hyundai,2009.0,I30,Hatchback,2009 Hyundai I30 SX,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.2,137149.0,White,"Nambour, QLD",4.0,Hatchback,5.0,5.0,9990.0,Hyundai I30,2.0,QLD
Kia,2020.0,Cerato,Sedan,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,56768.0,Silver,"Hoppers Crossing, VIC",4.0,Sedan,4.0,5.0,25490.0,Kia Cerato,2.0,VIC
Kia,2020.0,Picanto,Hatchback,2020 Kia Picanto S (PE),USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.8,31337.0,Black,"Maroochydore, QLD",4.0,Hatchback,5.0,5.0,18990.0,Kia Picanto,1.2,QLD
Hyundai,2015.0,I30,Hatchback,2015 Hyundai I30 Active,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.3,100938.0,White,"Hendra, QLD",4.0,Hatchback,5.0,5.0,16980.0,Hyundai I30,1.8,QLD
Holden,2017.0,Commodore,Sedan,2017 Holden Commodore SS-V Redline,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,11.8,104654.0,Black,"Hoppers Crossing, VIC",8.0,Sedan,4.0,5.0,59990.0,Holden Commodore,6.2,VIC
Toyota,2021.0,Hilux,Ute / Tray,2021 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9,55055.0,Blue,"Cranbourne, VIC",4.0,Ute / Tray,4.0,5.0,70888.0,Toyota Hilux,2.8,VIC
Toyota,2017.0,Hilux,Ute / Tray,2017 Toyota Hilux Workmate (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.7,86707.0,White,"Buderim, QLD",4.0,Ute / Tray,2.0,2.0,39990.0,Toyota Hilux,2.4,QLD
Lexus,2014.0,IS300H,Sedan,2014 Lexus IS300H Luxury Hybrid,USED,Automatic,"4 cyl, 2.5 L",Rear,Hybrid,4.9,69839.0,Silver,"Hoppers Crossing, VIC",4.0,Sedan,4.0,5.0,35990.0,Lexus IS300H,2.5,VIC
GWM,2023.0,UTE,Pacific Great Wall Haval Caloundra New,2023 GWM UTE Cannon Vanta (4X4),NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4,22.0,Blue,"Caloundra West, QLD",4.0,Ute / Tray,4.0,5.0,47995.0,GWM UTE,2.0,QLD
Land,2017.0,Rover,SUV,2017 Land Rover Discovery TD6 HSE,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.2,145556.0,Grey,"Mansfield, QLD",6.0,SUV,4.0,5.0,54800.0,Land Rover,3.0,QLD
Subaru,2017.0,XV,SUV,2017 Subaru XV 2.0I-S,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1,32450.0,Silver,"Bentleigh, VIC",4.0,SUV,4.0,5.0,31490.0,Subaru XV,2.0,VIC
Haval,2021.0,H9,SUV,2021 Haval H9 Ultra,USED,Automatic,"4 cyl, 2 L",4WD,Premium,10.9,22042.0,Black,"Caloundra West, QLD",4.0,SUV,4.0,7.0,38990.0,Haval H9,2.0,QLD
Toyota,2017.0,Landcruiser,SUV,2017 Toyota Landcruiser GXL (4X4) 2 Seat,USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7,96405.0,White,"Kedron, QLD",8.0,SUV,2.0,2.0,74990.0,Toyota Landcruiser,4.5,QLD
Holden,2017.0,Trailblazer,SUV,2017 Holden Trailblazer LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6,54127.0,Red,"Colac West, VIC",4.0,SUV,4.0,7.0,40990.0,Holden Trailblazer,2.8,VIC
Ford,2019.0,Everest,SUV,2019 Ford Everest Titanium (4WD 7 Seat),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.1,130461.0,White,"Aspley, QLD",4.0,SUV,4.0,7.0,65990.0,Ford Everest,2.0,QLD
Holden,2003.0,Cruze,SUV,2003 Holden Cruze,USED,Automatic,"4 cyl, 1.5 L",AWD,Unleaded,7.2,245121.0,Blue,"Werribee, VIC",4.0,SUV,4.0,5.0,5688.0,Holden Cruze,1.5,VIC
Hyundai,2017.0,I30,Hatchback,2017 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,17540.0,White,"Horsham, VIC",4.0,Hatchback,4.0,5.0,24990.0,Hyundai I30,2.0,VIC
Toyota,2022.0,Landcruiser,SUV,2022 Toyota Landcruiser LC300 Sahara ZX (4X4),USED,Automatic,"6 cyl, 3.3 L",4WD,Diesel,8.9,22305.0,White,"Kedron, QLD",6.0,SUV,4.0,5.0,165895.0,Toyota Landcruiser,3.3,QLD
Mitsubishi,2019.0,Triton,Ute / Tray,2019 Mitsubishi Triton GLX Adas (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6,90000.0,White,"Gympie, QLD",4.0,Ute / Tray,4.0,5.0,39990.0,Mitsubishi Triton,2.4,QLD
Holden,2017.0,UTE,Ute / Tray,2017 Holden UTE SS-V Redline,USED,Automatic,"8 cyl, 6.2 L",Rear,Unleaded,12.4,38567.0,Blue,"Oakleigh, VIC",8.0,Ute / Tray,2.0,2.0,68850.0,Holden UTE,6.2,VIC
Nissan,2022.0,X-Trail,SUV,2022 Nissan X-Trail TI-L (4WD),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,7.8,13045.0,Blue,"Hoppers Crossing, VIC",4.0,SUV,4.0,5.0,59990.0,Nissan X-Trail,2.5,VIC
Kia,2020.0,Stinger,Sedan,2020 Kia Stinger 330S (aeb),USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,10.2,80485.0,Red,"Noosaville, QLD",6.0,Sedan,4.0,5.0,40990.0,Kia Stinger,3.3,QLD
